interm,yarn
net/minecraft/class_7262,net/minecraft/block/entity/SculkShriekerWarningManager
net/minecraft/class_8593,net/minecraft/network/packet/c2s/login/EnterConfigurationC2SPacket
net/minecraft/class_7263,net/minecraft/unused/packageinfo/PackageInfo7263
net/minecraft/class_8594,net/minecraft/network/packet/c2s/login/LoginQueryResponsePayload
net/minecraft/class_7260,net/minecraft/entity/mob/WardenEntity
net/minecraft/class_8591,net/minecraft/network/packet/c2s/play/AcknowledgeReconfigurationC2SPacket
net/minecraft/class_7261,net/minecraft/entity/mob/WardenBrain
net/minecraft/class_8592,net/minecraft/network/packet/c2s/handshake/ConnectionIntent
net/minecraft/class_2503$class_4612,net/minecraft/nbt/NbtLong$Cache
net/minecraft/class_7268,net/minecraft/block/SculkShriekerBlock
net/minecraft/class_8599,net/minecraft/network/QueryableServer
net/minecraft/class_7269,net/minecraft/world/event/listener/Vibration
net/minecraft/class_8590,net/minecraft/network/packet/c2s/play/AcknowledgeChunksC2SPacket
net/minecraft/class_7278,net/minecraft/client/render/entity/animation/WardenAnimations
net/minecraft/class_6544$class_6548$class_6549,net/minecraft/world/biome/source/util/MultiNoiseUtil$SearchTree$TreeLeafNode
net/minecraft/class_1140$class_6665,net/minecraft/client/sound/SoundSystem$DeviceChangeStatus
net/minecraft/class_2470,net/minecraft/util/BlockRotation
net/minecraft/class_2471,net/minecraft/data/server/tag/vanilla/VanillaItemTagProvider
net/minecraft/class_1140,net/minecraft/client/sound/SoundSystem
net/minecraft/class_2476,net/minecraft/block/SeagrassBlock
net/minecraft/class_1144,net/minecraft/client/sound/SoundManager
net/minecraft/class_1143,net/minecraft/client/sound/MusicType
net/minecraft/class_2477,net/minecraft/util/Language
net/minecraft/class_2478,net/minecraft/block/AbstractSignBlock
net/minecraft/class_1142,net/minecraft/client/sound/MusicTracker
net/minecraft/class_2479,net/minecraft/nbt/NbtByteArray
net/minecraft/class_2472,net/minecraft/block/SeaPickleBlock
net/minecraft/class_1148,net/minecraft/client/sound/SoundContainer
net/minecraft/class_2473,net/minecraft/block/SaplingBlock
net/minecraft/class_1146,net/minecraft/client/sound/WeightedSoundSet
net/minecraft/class_2474,net/minecraft/data/server/tag/TagProvider
net/minecraft/class_1145,net/minecraft/client/sound/SoundInstanceListener
net/minecraft/class_2469,net/minecraft/data/server/tag/vanilla/VanillaFluidTagProvider
net/minecraft/class_2040$class_2041,net/minecraft/predicate/entity/EntityFlagsPredicate$Builder
net/minecraft/class_6630$class_6631,net/minecraft/server/chase/ChaseClient$TeleportPos
net/minecraft/class_2480,net/minecraft/block/ShulkerBoxBlock
net/minecraft/class_2481,net/minecraft/nbt/NbtByte
net/minecraft/class_2482,net/minecraft/block/SlabBlock
net/minecraft/class_1151,net/minecraft/client/tutorial/MovementTutorialStepHandler
net/minecraft/class_1150,net/minecraft/client/tutorial/NoneTutorialStepHandler
net/minecraft/class_1155,net/minecraft/client/tutorial/TutorialStepHandler
net/minecraft/class_2487,net/minecraft/nbt/NbtCompound
net/minecraft/class_2488,net/minecraft/block/SnowBlock
net/minecraft/class_1154,net/minecraft/client/tutorial/OpenInventoryTutorialStepHandler
net/minecraft/class_1153,net/minecraft/client/tutorial/PunchTreeTutorialStepHandler
net/minecraft/class_2489,net/minecraft/nbt/NbtDouble
net/minecraft/class_1152,net/minecraft/client/tutorial/FindTreeTutorialStepHandler
net/minecraft/class_2483,net/minecraft/nbt/AbstractNbtList
net/minecraft/class_7737$class_7738$class_7739,net/minecraft/command/argument/RegistryEntryPredicateArgumentType$Serializer$Properties
net/minecraft/class_2484,net/minecraft/block/SkullBlock
net/minecraft/class_1157,net/minecraft/client/tutorial/TutorialStep
net/minecraft/class_1156,net/minecraft/client/tutorial/TutorialManager
net/minecraft/class_5955$class_5811,net/minecraft/block/Oxidizable$OxidationLevel
net/minecraft/server/Main,net/minecraft/server/Main
net/minecraft/class_3390$class_3399,net/minecraft/structure/NetherFortressGenerator$SmallCorridor
net/minecraft/class_3390$class_3398,net/minecraft/structure/NetherFortressGenerator$CorridorLeftTurn
net/minecraft/class_1149,net/minecraft/client/tutorial/CraftPlanksTutorialStepHandler
net/minecraft/class_3390$class_3391,net/minecraft/structure/NetherFortressGenerator$BridgeCrossing
net/minecraft/class_1543$class_4258,net/minecraft/entity/mob/IllagerEntity$LongDoorInteractGoal
net/minecraft/class_3390$class_3393,net/minecraft/structure/NetherFortressGenerator$Bridge
net/minecraft/class_3390$class_3392,net/minecraft/structure/NetherFortressGenerator$BridgeEnd
net/minecraft/class_255$class_256,net/minecraft/util/shape/PairList$Consumer
net/minecraft/class_3390$class_3395,net/minecraft/structure/NetherFortressGenerator$CorridorBalcony
net/minecraft/class_3390$class_3394,net/minecraft/structure/NetherFortressGenerator$CorridorStairs
net/minecraft/class_3390$class_3397,net/minecraft/structure/NetherFortressGenerator$CorridorCrossing
net/minecraft/class_3390$class_3396,net/minecraft/structure/NetherFortressGenerator$CorridorExit
net/minecraft/class_3780,net/minecraft/structure/JigsawJunction
net/minecraft/class_3785,net/minecraft/structure/pool/StructurePool
net/minecraft/class_1122,net/minecraft/client/search/IdentifierSearchableIterator
net/minecraft/class_2454,net/minecraft/data/server/recipe/CookingRecipeJsonBuilder
net/minecraft/class_1121,net/minecraft/client/search/IdentifierSearchProvider
net/minecraft/class_9044$1,net/minecraft/client/resource/server/ServerResourcePackManager$1
net/minecraft/class_4346$class_4350,net/minecraft/client/realms/Request$Put
net/minecraft/class_2456,net/minecraft/data/server/recipe/ComplexRecipeJsonBuilder
net/minecraft/class_2457,net/minecraft/block/RedstoneWireBlock
net/minecraft/class_3788,net/minecraft/datafixer/fix/ChunkStatusFix2
net/minecraft/class_3781,net/minecraft/structure/pool/SinglePoolElement
net/minecraft/class_1126,net/minecraft/client/search/TextSearchProvider
net/minecraft/class_2450,net/minecraft/data/server/recipe/ShapelessRecipeJsonBuilder
net/minecraft/class_3782,net/minecraft/structure/pool/ListPoolElement
net/minecraft/class_2452,net/minecraft/block/RailPlacementHelper
net/minecraft/class_1124,net/minecraft/client/search/SearchManager
net/minecraft/class_3784,net/minecraft/structure/pool/StructurePoolElement
net/minecraft/class_2453,net/minecraft/block/RedstoneLampBlock
net/minecraft/class_1123,net/minecraft/client/search/ReloadableSearchProvider
net/minecraft/class_1118,net/minecraft/client/sound/AmbientSoundLoops
net/minecraft/class_1117,net/minecraft/client/sound/TickableSoundInstance
net/minecraft/class_1116,net/minecraft/client/sound/AmbientSoundPlayer
net/minecraft/class_3778,net/minecraft/structure/pool/StructurePoolBasedGenerator
net/minecraft/class_2447,net/minecraft/data/server/recipe/ShapedRecipeJsonBuilder
net/minecraft/class_2449,net/minecraft/block/RedstoneOreBlock
net/minecraft/class_7629$class_7854,net/minecraft/client/session/report/log/ChatLogEntry$Type
net/minecraft/class_2338$1,net/minecraft/util/math/BlockPos$1
net/minecraft/class_6492$class_6737,net/minecraft/util/math/Spline$Serialized
net/minecraft/class_2338$2,net/minecraft/util/math/BlockPos$2
net/minecraft/class_6492$class_6738,net/minecraft/util/math/Spline$Implementation
net/minecraft/class_3790,net/minecraft/structure/PoolStructurePiece
net/minecraft/class_3791,net/minecraft/structure/PillagerOutpostGenerator
net/minecraft/class_2465,net/minecraft/block/PillarBlock
net/minecraft/class_1133,net/minecraft/client/network/LanServerPinger
net/minecraft/class_1132,net/minecraft/server/integrated/IntegratedServer
net/minecraft/class_3797,net/minecraft/MinecraftVersion
net/minecraft/class_2466,net/minecraft/data/server/tag/vanilla/VanillaBlockTagProvider
net/minecraft/class_3798,net/minecraft/structure/rule/TagMatchRuleTest
net/minecraft/class_1131,net/minecraft/client/network/LanServerInfo
net/minecraft/class_2467,net/minecraft/data/server/tag/vanilla/VanillaEntityTypeTagProvider
net/minecraft/class_1130,net/minecraft/server/integrated/IntegratedPlayerManager
net/minecraft/class_2461,net/minecraft/data/dev/NbtProvider
net/minecraft/class_3793,net/minecraft/structure/processor/BlockIgnoreStructureProcessor
net/minecraft/class_2462,net/minecraft/block/RepeaterBlock
net/minecraft/class_3794,net/minecraft/structure/processor/JigsawReplacementStructureProcessor
net/minecraft/class_2463,net/minecraft/data/SnbtProvider
net/minecraft/class_3795,net/minecraft/structure/processor/GravityStructureProcessor
net/minecraft/class_2464,net/minecraft/block/BlockRenderType
net/minecraft/class_1134,net/minecraft/client/network/LanServerQueryManager
net/minecraft/class_1129,net/minecraft/client/search/SearchProvider
net/minecraft/class_4346$class_4347,net/minecraft/client/realms/Request$Delete
net/minecraft/class_1128,net/minecraft/client/search/SuffixArray
net/minecraft/class_4346$class_4348,net/minecraft/client/realms/Request$Get
net/minecraft/class_1127,net/minecraft/client/search/TextSearchableIterator
net/minecraft/class_4346$class_4349,net/minecraft/client/realms/Request$Post
net/minecraft/class_3789,net/minecraft/structure/BuriedTreasureGenerator
net/minecraft/class_2458,net/minecraft/block/WallRedstoneTorchBlock
net/minecraft/class_2459,net/minecraft/block/RedstoneTorchBlock
net/minecraft/class_8503$class_8933,net/minecraft/server/command/ReturnCommand$FailCommand
net/minecraft/class_2338$3,net/minecraft/util/math/BlockPos$3
net/minecraft/class_2338$4,net/minecraft/util/math/BlockPos$4
net/minecraft/class_5165$class_5166,net/minecraft/client/particle/WhiteAshParticle$Factory
net/minecraft/class_1100,net/minecraft/client/render/model/UnbakedModel
net/minecraft/class_3763,net/minecraft/entity/raid/RaiderEntity
net/minecraft/class_2432,net/minecraft/data/server/loottable/vanilla/VanillaChestLootTableGenerator
net/minecraft/class_2433,net/minecraft/block/WallPlayerSkullBlock
net/minecraft/class_4907$class_4908,net/minecraft/client/realms/RepeatedNarrator$Parameters
net/minecraft/class_3765,net/minecraft/village/raid/Raid
net/minecraft/class_2434,net/minecraft/data/server/loottable/vanilla/VanillaEntityLootTableGenerator
net/minecraft/class_2435,net/minecraft/block/PlayerSkullBlock
net/minecraft/class_1104,net/minecraft/client/util/ClientPlayerTickable
net/minecraft/class_1103,net/minecraft/client/sound/ElytraSoundInstance
net/minecraft/class_3760,net/minecraft/entity/ai/goal/DisableableFollowTargetGoal
net/minecraft/class_1102,net/minecraft/client/sound/AbstractSoundInstance
net/minecraft/class_2430,net/minecraft/data/server/loottable/vanilla/VanillaBlockLootTableGenerator
net/minecraft/class_2431,net/minecraft/block/ExperienceDroppingBlock
net/minecraft/class_1101,net/minecraft/client/sound/MovingSoundInstance
net/minecraft/class_2429,net/minecraft/block/ConnectingBlock
net/minecraft/class_2859$class_2860,net/minecraft/network/packet/c2s/play/AdvancementTabC2SPacket$Action
net/minecraft/class_3756,net/minecraft/util/math/noise/PerlinNoiseSampler
net/minecraft/class_2425,net/minecraft/data/report/CommandSyntaxProvider
net/minecraft/class_2426,net/minecraft/block/ObserverBlock
net/minecraft/class_2427,net/minecraft/data/report/RegistryDumpProvider
net/minecraft/class_2428,net/minecraft/block/NoteBlock
net/minecraft/class_3759,net/minecraft/entity/ai/goal/MoveToRaidCenterGoal
net/minecraft/class_370$class_9037,net/minecraft/client/toast/SystemToast$Type
net/minecraft/class_2503$1,net/minecraft/nbt/NbtLong$1
net/minecraft/class_2443,net/minecraft/block/RailBlock
net/minecraft/class_1111,net/minecraft/client/sound/Sound
net/minecraft/class_1419$class_4152,net/minecraft/village/ZombieSiegeManager$State
net/minecraft/class_1110,net/minecraft/client/sound/SoundEntry
net/minecraft/class_3776,net/minecraft/structure/pool/FeaturePoolElement
net/minecraft/class_2445,net/minecraft/block/PumpkinBlock
net/minecraft/class_7973$1,net/minecraft/client/session/telemetry/PropertyMap$1
net/minecraft/class_3777,net/minecraft/structure/pool/EmptyPoolElement
net/minecraft/class_2446,net/minecraft/data/server/recipe/RecipeProvider
net/minecraft/class_1115,net/minecraft/client/sound/SoundEntryDeserializer
net/minecraft/class_2440,net/minecraft/block/PressurePlateBlock
net/minecraft/class_1220$1,net/minecraft/datafixer/schema/IdentifierNormalizingSchema$1
net/minecraft/class_1113,net/minecraft/client/sound/SoundInstance
net/minecraft/class_3773,net/minecraft/structure/StructurePieceType
net/minecraft/class_2442,net/minecraft/block/PoweredRailBlock
net/minecraft/class_1108,net/minecraft/client/sound/MovingMinecartSoundInstance
net/minecraft/class_1107,net/minecraft/client/sound/MinecartInsideSoundInstance
net/minecraft/class_1106,net/minecraft/client/sound/EntityTrackingSoundInstance
net/minecraft/class_1105,net/minecraft/client/sound/GuardianAttackSoundInstance
net/minecraft/class_7288$class_7311,net/minecraft/client/render/entity/feature/WardenFeatureRenderer$ModelPartVisibility
net/minecraft/class_2436,net/minecraft/block/RedstoneBlock
net/minecraft/class_3767,net/minecraft/village/raid/RaidManager
net/minecraft/class_2437,net/minecraft/data/server/loottable/vanilla/VanillaFishingLootTableGenerator
net/minecraft/class_3769,net/minecraft/world/spawner/PatrolSpawner
net/minecraft/class_2438,net/minecraft/data/server/loottable/LootTableProvider
net/minecraft/class_2439,net/minecraft/block/PotatoesBlock
net/minecraft/class_1109,net/minecraft/client/sound/PositionedSoundInstance
net/minecraft/class_4345$class_8652,net/minecraft/client/realms/RealmsError$AuthenticationError
net/minecraft/class_4345$class_8653,net/minecraft/client/realms/RealmsError$SimpleHttpError
net/minecraft/class_4345$class_8654,net/minecraft/client/realms/RealmsError$DetailedHttpError
net/minecraft/class_4345$class_8655,net/minecraft/client/realms/RealmsError$RawHttpPayloadError
net/minecraft/class_3742,net/minecraft/client/gui/screen/ingame/JigsawBlockScreen
net/minecraft/class_3743,net/minecraft/datafixer/schema/Schema1909
net/minecraft/class_2412,net/minecraft/data/server/advancement/vanilla/VanillaAdventureTabAdvancementGenerator
net/minecraft/class_2413,net/minecraft/block/MagmaBlock
net/minecraft/class_3421$class_3437$class_3438,net/minecraft/structure/StrongholdGenerator$Piece$EntranceType
net/minecraft/class_3738,net/minecraft/server/ServerTask
net/minecraft/class_7673$class_7674,net/minecraft/resource/fs/ResourceFile$Directory
net/minecraft/class_2408,net/minecraft/data/DataCache
net/minecraft/class_2409,net/minecraft/data/server/advancement/AdvancementProvider
net/minecraft/class_7673$class_7675,net/minecraft/resource/fs/ResourceFile$File
net/minecraft/class_3734,net/minecraft/item/ScaffoldingItem
net/minecraft/class_2403,net/minecraft/data/DataGenerator
net/minecraft/class_2404,net/minecraft/block/FluidBlock
net/minecraft/class_3735,net/minecraft/predicate/entity/EntityEquipmentPredicate
net/minecraft/class_3736,net/minecraft/block/ScaffoldingBlock
net/minecraft/class_2405,net/minecraft/data/DataProvider
net/minecraft/class_2406,net/minecraft/block/LoomBlock
net/minecraft/class_3737,net/minecraft/block/Waterloggable
net/minecraft/class_5869$class_6107,net/minecraft/world/gen/carver/RavineCarverConfig$Shape
net/minecraft/class_2421,net/minecraft/block/NetherWartBlock
net/minecraft/class_3753,net/minecraft/network/packet/c2s/play/UpdateJigsawC2SPacket
net/minecraft/class_2422,net/minecraft/data/report/BlockListProvider
net/minecraft/class_3754,net/minecraft/world/gen/chunk/NoiseChunkGenerator
net/minecraft/class_2423,net/minecraft/block/NetherPortalBlock
net/minecraft/class_2424,net/minecraft/world/dimension/NetherPortal
net/minecraft/class_3755,net/minecraft/datafixer/fix/ChunkLightRemoveFix
net/minecraft/class_3751,net/minecraft/block/entity/JigsawBlockEntity
net/minecraft/class_2420,net/minecraft/block/MushroomPlantBlock
net/minecraft/class_2418,net/minecraft/block/MyceliumBlock
net/minecraft/class_3749,net/minecraft/block/LanternBlock
net/minecraft/class_2419,net/minecraft/data/server/advancement/vanilla/VanillaEndTabAdvancementGenerator
net/minecraft/class_3745,net/minecraft/entity/CrossbowUser
net/minecraft/class_2414,net/minecraft/data/server/advancement/vanilla/VanillaHusbandryTabAdvancementGenerator
net/minecraft/class_3746,net/minecraft/world/TestableWorld
net/minecraft/class_2415,net/minecraft/util/BlockMirror
net/minecraft/class_1214$class_8628,net/minecraft/datafixer/fix/StatsCounterFix$Stat
net/minecraft/class_3747,net/minecraft/world/ModifiableTestableWorld
net/minecraft/class_2416,net/minecraft/data/server/advancement/vanilla/VanillaNetherTabAdvancementGenerator
net/minecraft/class_3748,net/minecraft/block/JigsawBlock
net/minecraft/class_2417,net/minecraft/data/server/advancement/vanilla/VanillaStoryTabAdvancementGenerator
net/minecraft/class_7941$class_7943,net/minecraft/client/gui/screen/option/TelemetryEventWidget$ContentsBuilder
net/minecraft/class_3763$class_3764,net/minecraft/entity/raid/RaiderEntity$PickupBannerAsLeaderGoal
net/minecraft/class_7941$class_7942,net/minecraft/client/gui/screen/option/TelemetryEventWidget$Contents
net/minecraft/class_7172$class_7275$1,net/minecraft/client/option/SimpleOption$IntSliderCallbacks$1
net/minecraft/class_4717$class_464,net/minecraft/client/gui/screen/ChatInputSuggestor$SuggestionWindow
net/minecraft/class_8617,net/minecraft/resource/metadata/PackOverlaysMetadata
net/minecraft/class_8614,net/minecraft/resource/OverlayResourcePack
net/minecraft/class_8612,net/minecraft/server/network/SendResourcePackTask
net/minecraft/class_8613,net/minecraft/unused/packageinfo/PackageInfo8613
net/minecraft/class_8610,net/minecraft/server/network/ServerConfigurationNetworkHandler
net/minecraft/class_8611,net/minecraft/server/network/JoinWorldTask
net/minecraft/class_8609,net/minecraft/server/network/ServerCommonNetworkHandler
net/minecraft/class_4280$class_4281,net/minecraft/client/gui/widget/AlwaysSelectedEntryListWidget$Entry
net/minecraft/class_8607,net/minecraft/network/handler/LegacyQueries
net/minecraft/class_8608,net/minecraft/server/network/ChunkDataSender
net/minecraft/class_8627,net/minecraft/datafixer/fix/RenameScoreboardDisplaySlotFix
net/minecraft/class_8625,net/minecraft/datafixer/fix/DropInvalidSignDatafixDataFix
net/minecraft/class_8626,net/minecraft/datafixer/fix/RandomSequenceSettingsFix
net/minecraft/class_8623,net/minecraft/util/collection/ArrayListDeque
net/minecraft/class_8621,net/minecraft/resource/ResourcePackOpener
net/minecraft/class_1439$class_4621,net/minecraft/entity/passive/IronGolemEntity$Crack
net/minecraft/class_2818$class_2819,net/minecraft/world/chunk/WorldChunk$CreationType
net/minecraft/class_8956$class_9036,net/minecraft/entity/projectile/WindChargeEntity$WindChargeExplosionBehavior
net/minecraft/class_8605,net/minecraft/server/network/ServerPlayerConfigurationTask
net/minecraft/class_8603,net/minecraft/server/network/ChunkFilter
net/minecraft/class_7973$class_7974,net/minecraft/client/session/telemetry/PropertyMap$Builder
net/minecraft/class_8602,net/minecraft/server/command/RandomCommand
net/minecraft/class_8600,net/minecraft/server/command/DebugConfigCommand
net/minecraft/class_1180,net/minecraft/datafixer/fix/ItemLoreToTextFix
net/minecraft/class_1184,net/minecraft/datafixer/fix/ItemSpawnEggFix
net/minecraft/class_1183,net/minecraft/datafixer/fix/ItemPotionFix
net/minecraft/class_1182,net/minecraft/datafixer/fix/ItemNameFix
net/minecraft/class_1181,net/minecraft/datafixer/fix/ItemIdFix
net/minecraft/class_1188,net/minecraft/datafixer/fix/ItemInstanceTheFlatteningFix
net/minecraft/class_1187,net/minecraft/datafixer/fix/ItemStackEnchantmentFix
net/minecraft/class_1186,net/minecraft/datafixer/fix/ItemInstanceMapIdFix
net/minecraft/class_1185,net/minecraft/datafixer/fix/ItemShulkerBoxColorFix
net/minecraft/class_1189,net/minecraft/datafixer/fix/ItemInstanceSpawnEggFix
net/minecraft/class_3050$class_8831,net/minecraft/server/command/ExecuteCommand$IfUnlessRedirector
net/minecraft/class_1628$class_1629,net/minecraft/entity/mob/SpiderEntity$AttackGoal
net/minecraft/class_3050$class_8830,net/minecraft/server/command/ExecuteCommand$FunctionNamesGetter
net/minecraft/class_287$class_5594,net/minecraft/client/render/BufferBuilder$TransparentSortingData
net/minecraft/class_1191,net/minecraft/datafixer/fix/LeavesFix
net/minecraft/class_1190,net/minecraft/datafixer/fix/ItemWaterPotionFix
net/minecraft/class_1195,net/minecraft/datafixer/fix/LevelFlatGeneratorInfoFix
net/minecraft/class_1628$class_1630,net/minecraft/entity/mob/SpiderEntity$SpiderData
net/minecraft/class_1194,net/minecraft/datafixer/fix/ItemWrittenBookPagesStrictJsonFix
net/minecraft/class_4010$class_4046,net/minecraft/resource/ProfiledResourceReload$Summary
net/minecraft/class_1199,net/minecraft/datafixer/fix/ObjectiveRenderTypeFix
net/minecraft/class_1198,net/minecraft/datafixer/fix/MobSpawnerEntityIdentifiersFix
net/minecraft/class_1197,net/minecraft/datafixer/fix/ChoiceFix
net/minecraft/class_1196,net/minecraft/datafixer/fix/LevelDataGeneratorOptionsFix
net/minecraft/class_1628$class_1631,net/minecraft/entity/mob/SpiderEntity$TargetGoal
net/minecraft/class_425$class_4070,net/minecraft/client/gui/screen/SplashOverlay$LogoTexture
net/minecraft/class_2490,net/minecraft/block/SlimeBlock
net/minecraft/class_2491,net/minecraft/nbt/NbtEnd
net/minecraft/class_2492,net/minecraft/block/SoulSandBlock
net/minecraft/class_2493,net/minecraft/block/SnowyBlock
net/minecraft/class_663$class_4498,net/minecraft/client/particle/BlockLeakParticle$FallingHoney
net/minecraft/class_663$class_4497,net/minecraft/client/particle/BlockLeakParticle$Falling
net/minecraft/class_1166,net/minecraft/datafixer/fix/EntityRidingToPassengerFix
net/minecraft/class_2498,net/minecraft/sound/BlockSoundGroup
net/minecraft/class_1165,net/minecraft/datafixer/fix/EntityRedundantChanceTagsFix
net/minecraft/class_2499,net/minecraft/nbt/NbtList
net/minecraft/class_1163,net/minecraft/client/color/world/BiomeColors
net/minecraft/class_2494,net/minecraft/nbt/NbtFloat
net/minecraft/class_1169,net/minecraft/datafixer/fix/EntityShulkerColorFix
net/minecraft/class_2495,net/minecraft/nbt/NbtIntArray
net/minecraft/class_2496,net/minecraft/block/SpawnerBlock
net/minecraft/class_1168,net/minecraft/datafixer/fix/EntitySkeletonSplitFix
net/minecraft/class_6491$class_4859,net/minecraft/util/CubicSampler$RgbFetcher
net/minecraft/class_1167,net/minecraft/datafixer/fix/EntityTransformFix
net/minecraft/class_2497,net/minecraft/nbt/NbtInt
net/minecraft/class_4456$class_4457,net/minecraft/util/CsvWriter$Header
net/minecraft/class_7737$class_7741,net/minecraft/command/argument/RegistryEntryPredicateArgumentType$EntryPredicate
net/minecraft/class_7737$class_7740,net/minecraft/command/argument/RegistryEntryPredicateArgumentType$EntryBased
net/minecraft/class_7737$class_7742,net/minecraft/command/argument/RegistryEntryPredicateArgumentType$TagBased
net/minecraft/class_5614$class_5615,net/minecraft/client/render/block/entity/BlockEntityRendererFactory$Context
net/minecraft/class_4693$class_6304,net/minecraft/test/TimedTaskRunner$Trigger
net/minecraft/class_1173,net/minecraft/datafixer/fix/EntityTippedArrowFix
net/minecraft/class_1172,net/minecraft/datafixer/fix/EntityWolfColorFix
net/minecraft/class_1171,net/minecraft/datafixer/fix/EntityStringUuidFix
net/minecraft/class_1170,net/minecraft/datafixer/fix/EntityTheRenameningBlockFix
