interm,yarn
method_36494,method_36494
method_36495,method_36495
method_36496,method_36496
method_36497,method_36497
method_36498,method_36498
method_36499,method_36499
method_4601,clear
method_24217,setTarget
method_4603,getTexturePath
method_26879,createFishAttributes
method_4604,loadSprite
method_26873,get
method_24210,disableGuiDepthLighting
method_4608,getSprite
method_26874,method_26874
method_26871,register
method_24212,packByte
method_26872,checkMissing
method_24211,enableGuiDepthLighting
method_26877,method_26877
method_24214,getTargetUsedTime
method_24213,method_24213
method_26878,createBatAttributes
method_26875,hasDefinitionFor
method_26876,method_26876
method_36207,method_36207
method_36208,createGameVersion
method_38869,getIndex
method_36209,onRemoved
method_12239,transformHeightmapType
method_26870,checkedAdd
method_14895,markResolved
method_38861,method_38861
method_36200,method_36200
method_14894,isRemaining
method_36201,executeStop
method_38864,getMask
method_14893,remove
method_36202,method_36202
method_12236,apply
method_36203,executeCheck
method_38866,streamBlockPos
method_14899,sendUnlockRecipesPacket
method_36204,method_36204
method_38865,set
method_14898,getAll
method_12234,getFluidState
method_36205,method_36205
method_38868,get
method_14897,contains
method_12235,getSlot
method_36206,method_36206
method_38867,method_38867
method_14896,add
method_24206,removePendingUpdateIf
method_26868,add
method_24208,getPendingUpdateCount
method_26869,method_26869
method_14880,isFilteringCraftable
method_38871,hasStructureReferences
method_38870,increaseInhabitedTime
method_26862,getValue
method_26863,createOverride
method_26860,toNbt
method_24201,updatePassengerPosition
method_26861,builder
method_24203,refreshPositionAfterTeleport
method_26866,build
method_26867,add
method_26864,getBaseValue
method_24204,streamSelfAndPassengers
method_26865,require
method_36218,method_36218
method_36219,method_36219
method_12228,areSectionsEmptyBetween
method_36210,setPlayerFishHook
method_12221,runPostProcessing
method_38873,getType
method_14884,setGuiOpen
method_36211,isInHotbar
method_14883,shouldDisplay
method_38875,test
method_38874,test
method_14881,add
method_12225,getLevelType
method_38877,not
method_12226,setLoadedToWorld
method_38876,matchingBlock
method_14887,isGuiOpen
method_12223,isEmpty
method_38879,matchingFluid
method_14886,onRecipeDisplayed
method_36217,calculateBoundingBox
method_12224,loadFromPacket
method_38878,bothOf
method_14885,display
method_26859,fromNbt
method_4622,tick
method_4625,load
method_26857,method_26857
method_4624,getGlId
method_26858,method_26858
method_38880,allOf
method_38882,allOf
method_36220,method_36220
method_38881,matchingBlocks
method_26851,getAttributesToSend
method_26852,getValue
method_26850,readNbt
method_26855,toNbt
method_26856,getBaseValue
method_26853,method_26853
method_26854,addTemporaryModifiers
method_36229,method_36229
method_12216,addBlockEntity
method_14879,remove
method_14878,contains
method_14873,fillSEOpening
method_36221,method_36221
method_38884,eitherOf
method_14872,generateEntrance
method_36222,method_36222
method_38883,replaceable
method_14871,isInBounds
method_36223,updateAddButton
method_38886,matchingFluids
method_14870,fillNWOpening
method_36224,isValid
method_38885,anyOf
method_4630,getResource
method_12214,getBlockEntities
method_14877,display
method_36226,method_36226
method_38887,anyOf
method_14876,add
method_4632,getFilesRecursively
method_14875,copyFrom
method_14874,fillForwardOpening
method_4631,findFile
method_38889,register
method_4612,tickAnimatedSprites
method_26849,method_26849
method_26846,setFrom
method_26847,removeModifiers
method_4616,registerTexture
method_38891,buildCodec
method_4615,destroyTexture
method_38890,method_38890
method_36230,method_36230
method_4618,bindTextureInner
method_38893,test
method_36231,method_36231
method_4617,registerDynamicTexture
method_38892,method_38892
method_26840,computeValue
method_4619,getTexture
method_26841,getTracked
method_26844,method_26844
method_26845,updateTrackedStatus
method_26842,getCustomInstance
method_26843,method_26843
method_12207,setLevelTypeProvider
method_14869,getRandomEntrance
method_12208,createBlockEntity
method_14868,create
method_14867,create
method_12206,loadEntities
method_14862,canGenerate
method_36232,offerMultipleOptions
method_14861,canGenerate
method_36233,offerSmelting
method_12200,getWorld
method_38894,method_38894
method_14860,create
method_36234,offerBlasting
method_38896,method_38896
method_36235,ensureBootstrapped
method_14866,create
method_36236,method_36236
method_14865,create
method_12204,loadBlockEntity
method_38898,method_38898
method_36237,createNotBootstrappedException
method_14864,create
method_12201,getBlockEntity
method_14863,create
method_36239,parseResourcePackPrompt
method_12272,apply
method_12273,isOnGround
method_12270,getPitch
method_12271,getYaw
method_24253,appendCounter
method_24256,indent
method_24255,isSubpath
method_24258,method_24258
method_24257,method_24257
method_24259,method_24259
method_38828,fillWithAir
method_24252,method_24252
method_12276,getZ
method_12277,getPitch
method_12274,getZ
method_12278,apply
method_12279,getX
method_12262,hasRandomTicks
glDeleteProgram,glDeleteProgram
method_12260,getPacketSize
method_24245,method_24245
method_24246,getCurrentInfo
method_12265,getBlockStateContainer
method_12266,apply
method_12263,hasRandomBlockTicks
method_12264,hasRandomFluidTicks
method_12269,getX
method_12267,getId
method_12268,getY
method_12251,apply
mergeToList,mergeToList
method_26895,createSquidAttributes
method_26896,createTurtleAttributes
method_24234,getPack
method_26893,createSheepAttributes
method_26894,createSnowGolemAttributes
method_24233,addPack
method_26899,createBaseHorseAttributes
method_26897,createWolfAttributes
method_26898,createAbstractDonkeyAttributes
method_38848,toGoalTicks
method_38847,getTickCount
method_38849,tickGoals
method_26891,createPolarBearAttributes
method_26892,createRabbitAttributes
method_24230,method_24230
method_26890,createPigAttributes
method_12254,getBlockState
method_12255,getFluidState
method_12253,calculateCounts
method_12258,fromPacket
method_38844,method_38844
method_12259,getYOffset
method_38846,shouldRunEveryTick
method_12256,setBlockState
method_12257,toPacket
method_38845,method_38845
method_24228,method_24228
method_12240,getWrappedChunk
method_26884,createDolphinAttributes
method_26885,createFoxAttributes
method_26882,createChickenAttributes
method_24223,animateModel
method_26883,createCowAttributes
method_24225,getInWallBlockState
method_26888,createPandaAttributes
method_26889,createParrotAttributes
method_26886,createIronGolemAttributes
method_26887,createOcelotAttributes
method_24226,handleResourceReloadException
method_38858,y
method_26880,createBeeAttributes
method_26881,createCatAttributes
method_12243,apply
method_38851,fallFromHeight
method_12244,getEntityId
method_38850,rideEntityInLava
method_38853,getStructureStarts
method_38852,hasStructureReferences
method_12247,onLightUpdate
method_12248,getEntity
method_38854,getStructureContaining
method_12245,getTransactionId
method_12246,getChunk
decorate,decorate
method_2027,getXMax
method_2028,getYMin
method_2029,getYMax
method_14809,isInBounds
method_14815,canGenerate
method_14814,fillForwardOpening
method_14813,pieceGenerator
method_14812,fillNWOpening
method_14818,create
method_14817,create
method_4690,getIndex
method_14816,canGenerate
method_4692,fromJson
method_4691,getTime
method_2030,upload
method_4694,getLanguageDefinitions
method_2031,getWidth
method_4693,readFrameMetadata
method_2032,getHeight
method_14811,pickPiece
method_4696,shouldBlur
method_2033,hasColor
method_14810,checkRemainingPieces
method_4695,fromJson
method_2034,getXMin
method_4698,fromJson
method_2035,getOversample
method_4697,shouldClamp
method_2036,method_2036
method_4678,hasTranslation
method_4679,get
method_14804,create
method_14803,create
method_14802,create
method_14801,create
method_14808,fillSEOpening
method_14807,create
method_14806,create
method_14805,create
method_14800,create
method_4685,shouldInterpolate
method_2022,getGlyphRenderer
method_4684,getDefaultFrameTime
method_2023,getId
method_2024,findSlotFor
method_4687,getWidth
method_4686,getHeight
method_2025,draw
method_2048,byId
method_2049,method_2049
getNames,getNames
method_38803,fixBiomes
method_38806,fixBiomes
method_38805,fixChunkSectionList
method_38807,fixLevel
method_2051,getGlyph
method_38802,fixPaletteWithData
method_2037,fromJson
method_4699,get
method_2038,findCharacterStartX
method_2039,load
method_38816,fixPalette
method_2040,getGlyph
method_2041,getImageId
method_2042,getGlyphImage
method_2043,getStart
method_2044,getEnd
method_2046,fromJson
method_38813,fixPalette
method_38812,fixHeightmap
method_2047,createLoader
method_26837,addPersistentModifier
method_4644,method_4644
method_26838,onUpdate
method_4647,getModel
method_26835,addTemporaryModifier
method_4646,method_4646
method_26836,method_26836
method_4649,getTexture
method_4648,getTexture
method_26839,toNbt
method_26830,getTranslationKey
compareTo,compareTo
method_26833,readNbt
method_26834,getModifiersByOperation
method_26831,setFrom
method_26832,method_26832
method_14859,create
method_14858,create
method_14857,create
method_14856,create
method_14851,pickPiece
method_4650,shouldUseSlimModel
method_4652,loadSkin
method_14855,init
method_4651,loadSkin
method_14854,pieceGenerator
method_4654,getTextures
method_14852,checkRemainingPieces
method_26826,getAttributeBaseValue
method_4633,getPack
method_26827,createLivingAttributes
method_4636,getDownloadHeaders
method_26825,getAttributeValue
method_4638,loadServerPack
method_26828,createMobAttributes
method_26829,setTracked
method_26822,registerEntity
method_14847,createPiece
method_14840,getName
method_4641,verifyFile
method_4640,download
method_4643,deleteOldServerPack
method_4642,clear
method_4667,setLanguage
method_2004,setFonts
method_2005,method_2005
method_4669,getLanguage
method_4668,getLanguage
method_26814,updatePlayerAttributes
method_2008,getRenderableGlyph
method_26810,updateAttributeModifiers
method_14834,addParts
method_14839,adjustToAverageHeight
method_14838,register
method_4672,isRightToLeft
method_2010,closeGlyphAtlases
method_14833,getId
method_2011,getGlyph
method_4673,compareTo
method_2012,getGlyphRenderer
method_4676,load
method_14831,getName
method_2013,getObfuscatedGlyphRenderer
method_4675,load
method_14830,byName
method_2014,getGlyphRenderer
method_4656,loadSkin
method_26804,isLocked
method_26805,create
method_4658,getRedirectedId
method_26802,isValid
method_26803,create
method_26808,updateAttributeName
method_26806,deliver
method_26807,add
method_14826,getRandomBigWarmRuin
method_14825,method_14825
method_14824,getRandomWarmRuin
method_14829,method_14829
method_14827,addPieces
method_4660,getMetadataLocation
method_4663,hasTranslation
method_14822,method_14822
method_2000,clear
method_4662,translate
method_2001,getInstance
method_14821,getRoomPositions
method_4665,getAllLanguages
method_2002,draw
method_14820,removeStoppedClients
method_2003,getDisappearProgress
method_2059,fromJson
method_12191,apply
method_12192,getSlot
method_36160,method_36160
method_36161,method_36161
method_12190,getStack
method_36162,method_36162
method_12195,getActionType
method_36163,method_36163
method_36164,method_36164
method_12193,getButton
method_36165,method_36165
method_12194,getSyncId
method_24177,addCollisionEffects
method_24176,triggerAdvancement
method_24179,hasHoneyBlockEffects
method_24178,addRichParticles
method_24171,getFallback
method_24170,getFallback
method_24173,toPropertySource
method_24172,getFallback
method_24175,addRegularParticles
method_24174,getFallback
method_12199,apply
method_12197,getSize
method_36168,getSyncId
method_12198,apply
method_36169,getChannel
method_12180,getStructureReferences
method_36170,getData
method_12181,getStructureStart
method_36171,changesPosition
method_36172,changesLook
method_36173,getEntityId
method_12184,setStructureStart
method_12185,apply
method_36174,getAddress
method_12182,addStructureReference
method_36175,getPort
method_12183,setStructureReferences
method_36176,getChannel
method_24166,getAnimationProgressRetriever
method_24168,method_24168
method_24167,getBlockEntitySource
method_24169,getDoubleBlockType
method_24164,getBedPart
method_24163,getOppositePartDirection
method_36177,getPayload
method_36178,getQueryId
method_12186,getButtonId
method_36179,getResponse
method_12187,getSyncId
method_36180,getStartTime
method_36181,toUnderscoreSeparatedString
method_36182,getFileName
method_36183,method_36183
method_36184,register
method_36185,method_36185
method_36186,execute
method_12172,getId
method_36187,register
method_24155,throwUnchecked
method_24157,removeValidTag
method_24156,clamp
method_24153,getAtlas
method_24152,setMipmapLevels
method_36188,method_36188
method_36189,method_36189
method_12175,getDistanceFromFull
method_12179,getStructureReferences
method_36191,getRaid
method_36192,register
method_36193,method_36193
method_36194,executeGlow
method_36195,executeSetOmen
method_36196,executeSound
method_12160,getHeightmapTypes
method_36197,method_36197
method_12161,byDistanceFromFull
method_36198,executeSpawnLeader
method_24144,getAtlasId
method_24143,getSize
method_24146,getRenderLayer
method_24145,getVertexConsumer
method_24148,getSprite
method_24147,getTextureId
method_36190,execute
method_24140,toSpriteId
method_24142,isMultipleOf
method_24141,ensureImageSize
method_36199,executeStart
method_12164,getChunkType
method_12165,isAtLeast
method_12168,byId
method_38783,shouldTick
method_36120,getCompressionThreshold
method_38782,canTickChunk
method_36121,getSide
method_36122,getOppositeSide
method_38785,onLanding
method_36123,negate
method_38784,method_38784
method_36124,method_36124
method_38787,tickVehicleInLavaRiding
method_36125,and
method_38786,tickFallStartPos
method_36126,method_36126
method_36127,or
method_38788,ceilDiv
method_36128,method_36128
method_36129,getVarLongLength
method_36130,writeChunkPos
method_36131,writeChunkSectionPos
method_36132,getWrittenBytes
method_38793,ceilLog2
method_36133,readChunkPos
method_36134,onOrOff
method_36135,method_36135
method_38798,fixHeightmaps
method_36136,getWithStyle
method_36137,getSelector
method_36138,getSelector
method_38799,fixCarvingMasks
method_36139,withColor
method_36140,withStrikethrough
method_36141,withObfuscated
method_36142,method_36142
method_36143,method_36143
method_24199,cropConduitTexture
method_24198,applyTextureFilter
method_24191,getFrom
method_24192,getFromBoth
method_24197,getRotation
method_24196,setRotation
method_36144,create
method_36145,getCode
method_36146,getOpposite
method_36147,getStackTrace
method_36148,getSyncId
method_36150,getDeltaX
method_36151,getDeltaY
method_36152,getDeltaZ
method_36153,getKillerId
method_36154,name
method_24188,method_24188
method_24187,getSkyLightCoordinates
method_24189,getFallback
method_24180,updateSlidingVelocity
method_24182,get
method_24184,renderBook
method_24186,getBlockLightCoordinates
method_24185,updateSpikeExtensions
method_36155,method_36155
method_36156,format
method_36157,listMemories
method_36158,writeBrain
method_36159,method_36159
method_24339,nextProfiler
method_24338,union
method_4724,getPropertyValue
method_4726,getOrLoadModel
method_4725,stateKeyToPredicate
method_12350,toNbt
method_38981,anyMatch
method_4727,addModel
method_38980,stream
method_4729,putModel
method_26995,register
method_24330,registerFurnace
method_24333,isActive
method_26993,getHeight
method_24332,registerEntity
method_26998,readLevelProperties
method_24335,enable
method_26999,create
method_24334,disable
method_24337,getResult
method_24336,getProfiler
method_36328,addSeparator
method_36329,getSeparator
method_26991,generate
method_36320,cannotBeSilenced
method_36321,withOutput
method_12351,applyAdjacentBlock
method_36322,getServerResourcePackPrompt
method_38985,canTropicalFishSpawn
method_12352,upgradeSide
method_36324,method_36324
method_38987,canSpawn
method_12357,postUpdate
method_36325,offerReversibleCompactingRecipes
method_38986,canSpawn
method_12358,getUpdatedState
method_36326,getResourcePackPrompt
method_38989,shouldUpdatePostDeath
method_12356,upgrade
method_36327,method_36327
