interm,yarn
method_3537,method_3537
method_13780,deserialize
method_3539,method_3539
method_11128,onChunkData
method_11127,onTagQuery
method_13789,method_13789
method_11129,onStatistics
method_12459,getHorizonShadingRatio
method_11120,onGameJoin
method_13783,method_13783
method_12452,getSpawningBlockInChunk
method_13784,executeSet
method_12453,shouldRenderFog
method_4870,stop
method_11122,onHealthUpdate
method_13781,configure
method_12450,saveWorldData
method_11121,onChatMessage
method_13782,method_13782
method_12451,hasSkyLight
method_4872,play
method_11124,onExplosion
method_13787,getDayTime
method_3541,method_3541
method_12456,getLightLevelToBrightness
method_11123,onGuiActionConfirm
method_13788,executeAdd
method_3540,method_3540
method_11126,onSynchronizeTags
method_13785,method_13785
method_3543,render
method_12454,getMoonPhase
method_4873,play
method_11125,onPlaySoundFromEntity
method_13786,register
method_3542,method_3542
method_12455,getCloudHeight
method_4854,play
method_3523,method_3523
method_4853,getAdjustedVolume
method_3522,deserializeComponents
method_4856,stop
method_3525,createPredicate
method_4855,registerListener
method_3524,method_3524
method_4858,play
method_3527,method_3527
method_4857,tick
method_3526,method_3526
method_3529,getModel
method_4859,stop
method_3528,method_3528
method_11117,onPlayerRespawn
method_12449,method_12449
method_11116,onBlockDestroyProgress
method_11119,onRemoveEntityEffect
method_13778,method_13778
method_12447,initializeLightLevelToBrightness
method_11118,onScoreboardPlayerUpdate
method_13779,method_13779
method_12448,canPlayersSleep
getElement,getElement
method_13772,look
method_12441,method_12441
x,x
method_13773,getSpacing
method_12442,getSelectedSlot
y,y
method_11111,onSetCameraEntity
method_13770,method_13770
method_11110,onEntityAttach
method_13771,execute
method_12440,getRegionFile
method_11113,onPlayerList
method_13776,register
method_4861,getSound
method_3530,getPredicate
method_12445,getFogColor
method_4860,isPlayingType
method_11112,onEntitySpawn
method_13777,method_13777
method_12446,getBackgroundColor
method_11115,onUnlockRecipes
method_13774,getSeedModifier
method_4863,getMinDelay
method_12443,createChunkGenerator
method_2200,method_2200
method_3531,deserializeSelectorOrDefault
method_11114,onPaintingSpawn
method_13775,getSeparation
method_4862,getMaxDelay
method_12444,getTopSpawningBlockPosition
method_4801,put
method_11180,getZ
method_4800,get
method_4803,method_4803
method_11182,method_11182
method_4802,method_4802
method_11181,getY
method_4805,method_4805
method_11184,getExperience
method_4804,findAll
method_11183,getId
method_4807,reload
method_4806,add
method_4809,debugPrintArray
method_4808,method_4808
empty,empty
method_11186,getZ
method_11185,getX
method_11188,method_11188
method_11187,getY
method_11189,getId
method_11171,getPitch
method_11170,getVelocityX
method_11173,getVelocityz
method_11172,getVelocityY
getChar,getChar
method_11175,getX
method_11174,getY
method_11176,getZ
method_11179,setCustomName
method_11178,method_11178
method_4821,method_4821
method_4820,parseAnnouncementAddressPort
method_4823,needsUpdate
method_4822,method_4822
method_4825,markClean
method_11160,onEntityAnimation
method_12492,getSize
method_4824,addServer
method_12493,getMirror
method_12490,byRawId
method_4826,getServers
method_11161,onSelectAdvancementTab
method_12491,hasSkyLight
method_11164,getUuid
method_12496,getOffset
method_12497,getSeed
method_11166,getEntityData
method_12494,getIntegrity
method_12495,method_12495
method_11168,getYaw
method_11167,getId
method_12498,getRotation
method_11169,getEntityTypeId
method_12499,getPos
method_4810,findAll
method_4812,getAddressPort
method_4811,method_4811
method_4814,updateLastTime
method_12481,getSlot
method_4813,getMotd
method_12482,getAll
method_4816,method_4816
method_11151,onEquipmentUpdate
method_4815,method_4815
method_11150,onItemPickupAnimation
method_12480,method_12480
method_4818,createAnnouncement
glDeleteFramebuffers,glDeleteFramebuffers
method_4817,setLocalPlayerUuid
method_4819,parseAnnouncementMotd
method_11153,onInventory
method_12485,getId
method_11152,onCustomPayload
method_12486,register
method_11155,onEntityUpdate
method_12483,byId
method_11154,onPlayerAbilities
method_12484,getRawId
method_11157,onPlayerPositionLook
method_12489,getSuffix
method_11156,onEntitySpawnGlobal
method_11159,onScoreboardDisplay
method_12487,create
method_11158,onBlockAction
method_12488,getFile
method_3599,getStage
method_13725,method_13725
method_13726,method_13726
method_13723,executeEmpty
method_13724,method_13724
method_13729,method_13729
method_13727,method_13727
method_13728,executeListTeams
method_2270,method_2270
method_2271,method_2271
method_13721,method_13721
method_13722,method_13722
freeMemory,freeMemory
method_2276,method_2276
method_13720,executeJoin
order,order
method_3589,method_3589
method_2257,respawn
method_3588,method_3588
method_2258,method_2258
method_13709,deserialize
method_13714,executeLeave
method_13715,executeAdd
method_13712,method_13712
fontDrawShadow,fontDrawShadow
method_13713,executeModifyCollisionRule
method_13718,method_13718
method_13719,method_13719
method_13716,method_13716
method_3590,method_3590
method_13717,method_13717
method_3592,method_3592
method_2260,method_2260
method_3591,method_3591
method_3594,method_3594
method_3593,method_3593
method_13710,makeEntry
method_3596,cancel
method_13711,executeModifyDisplayName
method_3595,isCancelled
method_3598,setRenderData
method_3597,addCompletionAction
method_2267,method_2267
ping,ping
method_13703,method_13703
method_13704,method_13704
method_13701,method_13701
method_13702,executeAdd
method_13707,method_13707
method_13708,configure
method_13705,method_13705
method_13706,getTags
method_2297,method_2297
method_13700,executeList
channelRead,channelRead
method_2282,method_2282
method_2284,method_2284
method_2285,method_2285
method_2288,method_2288
method_2289,method_2289
method_4887,method_4887
method_3556,getFontRenderer
method_4886,getSubtitle
method_3555,render
method_3558,method_3558
method_3557,method_3557
method_3559,method_3559
cos,cos
method_11106,onSynchronizeRecipes
method_13769,method_13769
method_11105,onPlayerListHeader
method_11108,onSignEditorOpen
method_13767,method_13767
method_12436,getPrimaryEffectId
method_11107,onUnloadChunk
method_13768,method_13768
method_11109,onGuiSlotUpdate
method_13761,method_13761
method_12430,method_12430
method_13762,method_13762
method_12431,method_12431
method_11100,onChunkDeltaUpdate
method_3561,method_3561
method_13760,register
method_3560,method_3560
method_4894,getWeight
method_11102,onGuiClose
method_13765,execute
method_3563,method_3563
getUnsignedInt,getUnsignedInt
method_12434,method_12434
method_4893,getSound
method_11101,onExperienceBarUpdate
method_13766,teleport
method_3562,method_3562
method_12435,getSecondaryEffectId
method_4896,method_4896
method_11104,onPlaySoundId
method_13763,method_13763
method_3565,getWorld
method_12432,convertAlphaChunk
method_4895,hasCrafted
method_11103,onTitle
method_13764,method_13764
method_3564,getFontRenderer
method_12433,readAlphaChunk
method_4876,updateListenerPosition
method_3545,renderLightBeam
method_4875,stopSounds
method_3544,renderBeaconLightBeam
method_4878,registerListener
method_3547,getTextureId
method_4877,isPlaying
method_3546,method_3546
method_3549,configure
method_4879,pauseAll
method_3548,renderEntity
method_13758,method_13758
method_12427,setTimestamp
method_13759,method_13759
method_12428,write
method_13756,executeModifySuffix
method_12425,getChunkDataOutputStream
method_13757,executeAdd
method_13750,method_13750
method_13751,executeModifySeeFriendlyInvisibles
method_12420,isChunkPresent
method_4881,stopAll
method_3550,get
method_4880,resumeAll
method_4883,method_4883
method_13754,executeModifyFriendlyFire
method_3552,renderEntity
method_12423,hasChunk
method_4882,close
method_13755,method_13755
method_3551,setWorld
method_12424,write
method_4885,add
method_13752,method_13752
method_3554,renderEntity
method_12421,getChunkDataInputStream
method_4884,onSoundPlayed
method_13753,method_13753
method_3553,get
method_12422,setOffset
method_3578,method_3578
method_3577,method_3577
method_2248,getPlayerModelPartDisplayString
method_3579,method_3579
method_2249,initWidgetsNormal
method_13747,executeRemove
method_12416,getTabToOpen
method_13748,executeListMembers
method_12417,method_12417
method_13745,executeModifyColor
method_12414,close
method_13746,method_13746
method_12415,getAction
method_13749,method_13749
method_12418,open
method_12419,getOffset
method_3581,render
method_13740,method_13740
method_3580,method_3580
method_3583,method_3583
method_2251,initWidgetsDemo
method_3582,method_3582
method_2252,switchToRealms
method_13743,executeModifyPrefix
method_3585,method_3585
method_2253,areRealmsNotificationsEnabled
method_13744,method_13744
method_3584,getModelTexture
method_13741,method_13741
method_3587,method_3587
method_12410,serialize
method_13742,method_13742
method_3586,method_3586
method_4898,onTarget
method_3567,renderName
method_4897,onSlotUpdate
method_3566,bindTexture
method_3569,render
getRowTop,getRowTop
method_4899,tick
method_3568,setRenderManager
method_13736,register
method_12405,isFurnaceFilteringCraftable
method_13737,method_13737
method_12406,getRecipeId
method_13734,method_13734
method_12403,isGuiOpen
method_13735,executeModifyDeathMessageVisibility
method_12404,isFurnaceGuiOpen
method_12409,method_12409
method_13738,method_13738
method_12407,getItemName
setValue,setValue
method_13739,method_13739
method_12408,method_12408
method_3570,disableLightmap
method_3572,method_3572
method_3571,method_3571
method_13732,executeModifyNametagVisibility
method_3574,method_3574
method_12401,isFilteringCraftable
method_3573,method_3573
method_13733,method_13733
method_12402,getMode
method_13730,method_13730
method_3576,method_3576
method_13731,method_13731
method_3575,method_3575
method_12400,method_12400
readBoolean,readBoolean
stencilFunc,stencilFunc
texGenMode,texGenMode
getTooltipFromItem,getTooltipFromItem
pixelTransfer,pixelTransfer
changeFocus,changeFocus
getCount,getCount
method_11090,onCraftResponse
method_11092,onLookAt
method_11091,onExperienceOrbSpawn
method_11094,onBlockEntityUpdate
method_11093,onEntityTrackerUpdate
method_11096,onWorldBorder
method_11095,onEntitiesDestroy
parseString,parseString
method_11098,onWorldEvent
method_11097,onPlayerSpawn
method_11099,onTeam
method_4900,onBlockAttacked
method_11081,onCommandSuggestions
method_11080,onEntityPassengersSet
method_4902,destroy
method_11083,onDisconnect
method_4901,onMouseUpdate
method_11082,onStopSound
method_4904,onInventoryOpened
method_11085,onGameStateChange
method_4903,onMovement
method_11084,onEntityPotionEffect
method_4906,onSlotUpdate
method_4905,getGameMode
method_4908,onUpdateMouse
method_4907,onBlockAttacked
method_4909,onMovement
method_11087,onCooldownUpdate
method_11086,onEntityPosition
method_11089,onGuiOpen
method_11088,onMapUpdate
method_11070,setOutputSignal
method_11072,method_11072
method_11071,getOutputSignal
method_11074,forceMainThread
method_11073,forceMainThread
method_11076,chooseNonEmptySlot
method_11075,addToFirstFreeSlot
method_11078,onBossBar
method_11077,onParticle
method_11079,onWorldTimeUpdate
readerExpectedDouble,readerExpectedDouble
enablePolygonOffset,enablePolygonOffset
setLong,setLong
method_4964,method_4964
method_3633,clear
method_2301,drawBackground
method_4963,method_4963
method_3632,reset
method_2302,method_2302
method_4966,getFoliageColor
method_3635,upload
method_2303,method_2303
method_4965,getColor
method_2304,method_2304
method_3637,method_3637
method_12591,method_12591
method_4968,create
method_2305,method_2305
method_3636,method_3636
method_12592,getQueryId
method_4967,method_4967
method_2306,drawIcon
method_11261,extract
method_3639,method_3639
method_2307,method_2307
method_4969,method_4969
method_3638,method_3638
method_11260,transfer
method_2308,getWidgetForAdvancement
method_2309,method_2309
method_12595,toIndex
method_11262,getInputAreaShape
method_11265,getHopperZ
method_12593,getProfile
method_11264,getHopperY
method_12594,method_12594
method_4971,method_4971
method_11267,getAnimationId
method_3640,setOcclusionGraph
method_4970,method_4970
method_11266,getHopperX
method_4973,method_4973
method_11269,getId
method_3642,getBlockEntities
method_12597,trackUpdate
method_2310,method_2310
method_4972,method_4972
method_11268,method_11268
method_3641,isEmpty
method_12598,asLongArray
method_2311,drawBackground
method_4953,getX
method_3622,getDebugString
method_4952,reciprocal
method_3621,uploadVbo
method_4955,set
method_3624,rebuild
method_4954,multiply
method_3623,uploadDisplayList
method_4957,getZ
method_3626,getNextAvailableBuffer
method_12580,method_12580
method_4956,getY
method_3625,addAvailableBuffer
method_12581,getName
method_4959,method_4959
method_11250,getInventoryAt
method_3628,method_3628
method_4958,getW
method_3627,rebuildSync
method_3629,getNextChunkRenderDataTask
method_11259,isEmpty
method_11252,canExtract
method_12584,onDisconnect
method_11251,getInventoryAt
method_12585,onCompression
method_11254,canMergeItems
method_12582,getName
method_11253,transfer
method_12583,method_12583
method_11256,isFull
method_12588,onLoginSuccess
method_11255,getOutputInventory
method_12589,getBiome
method_4962,getGrassColor
method_11258,isInventoryFull
method_3631,runTasksSync
method_12586,onQueryRequest
method_4961,getWaterColor
method_11257,isInventoryEmpty
method_3630,isEmpty
method_12587,onHello
method_2300,onStatsReady
method_4986,method_4986
method_3655,beginBufferBuilding
method_2323,method_2323
method_4985,method_4985
method_3654,scheduleRebuild
average,average
method_2324,method_2324
compare,compare
method_4988,fixCollarColor
method_3657,resortTransparency
method_2325,method_2325
method_4987,method_4987
method_3656,getGlBuffer
method_2326,method_2326
method_3659,delete
method_2327,method_2327
method_4989,method_4989
getProxy,getProxy
method_12570,getDefaultFluid
method_2328,getRootWidget
method_2329,method_2329
getTexGen,getTexGen
method_11249,method_11249
method_11248,getInputInventory
method_12579,method_12579
method_11241,extract
method_12573,getIntendedState
method_11240,method_11240
method_12574,getProtocolVersion
method_4991,clampType
method_11243,insertAndExtract
method_3660,method_3660
method_12571,setDefaultBlock
method_4990,fixZombieType
method_11242,isDisabled
method_12572,setDefaultFluid
method_4993,removeMetadata
method_11245,method_11245
method_3662,unscheduleRebuild
method_2330,method_2330
method_4992,method_4992
method_11244,canInsert
method_3661,shouldRebuildOnClientThread
method_12578,getBlockState
method_2331,method_2331
method_4995,method_4995
method_1001,getMin
method_11247,extract
method_12575,method_12575
method_2332,method_2332
method_4994,method_4994
method_1002,shrink
method_11246,insert
method_3663,cancel
method_12576,onHandshake
method_2333,setProgress
method_4975,method_4975
method_3644,getBufferState
method_2312,method_2312
method_4974,method_4974
method_3643,setNonEmpty
method_2313,method_2313
method_4977,method_4977
method_3646,addBlockEntity
method_2314,method_2314
method_4976,method_4976
method_3645,isEmpty
method_2315,drawIcon
method_4979,method_4979
method_3648,setBufferState
method_2316,method_2316
method_4978,method_4978
method_13890,method_13890
method_3647,markBufferInitialized
method_2317,create
method_2318,method_2318
method_3649,isBufferInitialized
method_2319,method_2319
method_11238,setCooldown
method_11237,getInputItemEntities
method_13899,method_13899
method_12568,getTempleSeparation
method_11239,needsCooldown
method_12569,getDefaultBlock
getUvOffset,getUvOffset
method_11230,getPlayerUuid
method_13893,method_13893
method_12562,getShipwreckSeparation
method_13894,method_13894
method_12563,getStrongholdDistance
addWidget,addWidget
method_4980,method_4980
method_11232,getY
method_13891,method_13891
method_12560,getMansionDistance
method_11231,getX
method_13892,method_13892
method_12561,getStrongholdCount
method_4982,transform
method_11234,getYaw
method_13897,method_13897
method_3651,isChunkNonEmpty
method_12566,getShipwreckSpacing
method_4981,method_4981
method_11233,getZ
method_13898,addModifyArgument
method_3650,isVisibleThrough
method_12567,getTempleDistance
method_2320,getSpriteIndex
method_4984,method_4984
method_11236,onEntityCollided
method_13895,method_13895
method_3653,setOrigin
method_12564,getOceanRuinSpacing
method_2321,method_2321
method_4983,makeTyped
method_11235,method_11235
method_13896,method_13896
method_3652,rebuildChunk
method_12565,getStrongholdSpread
method_2322,method_2322
method_4920,getName
method_4922,getY
method_4921,getX
method_4924,getW
method_4923,getZ
method_4926,reverse
method_4925,copyFrom
method_4928,setFromBuffer
method_4927,putIntoBuffer
method_4929,method_4929
method_4911,tick
method_11290,getCompoundTag
method_4910,setStep
method_4913,getKeybindName
method_11292,method_11292
method_4912,onInventoryOpened
method_11291,getActionId
method_4915,destroyHandler
method_11294,getType
method_4914,getClient
method_11293,getPos
method_4917,tick
method_4916,createHandler
method_4919,byName
method_4918,createHandler
drawRightAlignedString,drawRightAlignedString
method_11296,getData
method_11295,getBlock
method_11298,getPos
method_11297,method_11297
method_11299,setTextOnRow
method_4942,scale
method_3611,stop
method_3610,freeRenderTask
method_4944,subtract
method_3613,getBufferBuilders
method_4943,getX
method_4946,clamp
method_11281,setInvStackList
method_3615,runTask
maxWritableBytes,maxWritableBytes
method_4945,getY
method_11280,getEntityId
method_3614,method_3614
method_4948,add
method_11283,deserializeLootTable
method_3617,method_3617
method_4947,getZ
method_11282,getInvStackList
method_3616,method_3616
method_3619,stop
method_4949,set
method_3618,method_3618
method_11285,setLootTable
method_11287,setLootTable
method_11286,serializeLootTable
method_11289,checkLootInteraction
method_4951,cross
method_3620,resortTransparency
method_4950,dot
method_4931,set
method_3600,getBufferBuilders
method_4933,projectionMatrix
method_3602,getSquaredCameraDistance
method_4932,putIntoBuffer
method_3601,method_3601
method_11270,method_11270
method_3604,getMode
method_3603,setBufferBuilders
method_11272,getStatId
method_3606,takeRegion
method_4936,setFromBuffer
method_11271,readStat
method_3605,getLock
method_3608,getChunkRenderer
method_3607,setStage
method_3609,getRenderData
method_11274,getAnimationProgress
method_11273,getStatMap
method_11276,setRecord
method_11275,getRecord
method_11278,getProgress
method_11277,getPos
method_11279,method_11279
method_1058,method_1058
method_2389,drawBackground
method_1059,isColumnFull
setGlfwErrorCallback,setGlfwErrorCallback
glCompileShader,glCompileShader
construct,construct
method_13846,method_13846
method_12515,convertFromLegacy
method_13847,method_13847
method_12516,generateEndGateway
method_13844,method_13844
method_12513,method_12513
method_13845,executeRemove
method_12514,worldContainsEndPortal
method_12519,generateNewEndGateway
method_13848,method_13848
method_12517,getAliveEndCrystals
method_2390,method_2390
method_1060,setColumn
method_13849,method_13849
method_12518,generateEndPortal
method_1061,method_1061
method_2392,method_2392
method_1062,inBoundsAndContains
method_2393,method_2393
method_1063,contains
method_2394,method_2394
method_1064,forEachEdge
method_2395,method_2395
method_1065,forAllOverlappingSections
method_13842,method_13842
method_12511,method_12511
method_2396,method_2396
method_1066,getMergedList
method_13843,method_13843
method_12512,getHand
method_2397,method_2397
method_1067,method_1067
method_13840,executeList
method_2398,method_2398
method_1068,method_1068
method_13841,method_13841
method_12510,getPos
method_2399,method_2399
method_1047,getYSize
method_2378,isPointWithinBounds
method_1048,getZSize
method_2379,calculateOffset
method_1049,set
method_13835,method_13835
method_12504,getMode
method_13836,register
method_12505,shouldShowBoundingBox
method_13833,executeThunder
method_12502,getStructureName
method_13834,method_13834
method_12503,shouldShowAir
method_13839,executeOn
method_12508,getText
method_12509,method_12509
method_13837,executeOff
method_12506,getIgnoreEntities
method_13838,executeAdd
method_12507,run
getElements,getElements
method_2380,drawMouseoverTooltip
method_1050,getXSize
method_2381,isClickOutsideBounds
method_1051,getSize
method_2382,drawItem
method_1052,forEachEdge
method_2383,onMouseClick
method_1053,forEachBox
method_2384,handleHotbarKeyPressed
method_1054,isRectangleFull
method_13831,method_13831
method_12500,getAction
method_2385,drawSlot
method_1055,getMin
method_13832,method_13832
method_12501,getMetadata
method_2386,getSlotAt
method_1056,isEmpty
method_2387,isPointOverSlot
method_1057,contains
method_13830,method_13830
method_2388,drawForeground
method_13819,suggestObjectives
playDownSound,playDownSound
method_13824,executeClear
method_13825,method_13825
method_13822,deserialize
method_13823,method_13823
method_13828,executeRain
method_1080,method_1080
method_13829,method_13829
method_1081,cuboid
method_13826,method_13826
method_1082,combine
method_13827,register
method_1083,method_1083
method_1084,union
method_1085,calculateMaxOffset
method_1086,findRequiredBitResolution
method_1087,method_1087
method_13820,executeSet
method_1088,createVoxelSet
method_13821,getScore
method_1089,forEachBox
method_1069,createListPair
method_13808,method_13808
method_13809,method_13809
method_13813,register
method_13814,method_13814
method_13811,method_13811
method_13812,method_13812
faceTex2,faceTex2
method_13817,executeAdd
method_13818,executeSimple
method_1070,method_1070
method_13815,method_13815
method_1071,matchesAnywhere
method_13816,method_13816
method_1072,combineAndSimplify
method_1073,empty
method_1074,matchesAnywhere
method_1075,method_1075
method_1076,method_1076
method_1077,fullCube
method_13810,method_13810
method_1078,cuboid
method_1079,lcm
method_1014,expand
method_3677,getData
method_2345,method_2345
method_3676,getNeighborPosition
method_2346,setCommand
method_1016,equals
method_3679,build
method_2347,method_2347
method_3678,getWorld
method_1017,method_1017
method_2348,method_2348
method_1018,method_1018
method_2349,method_2349
method_1019,add
main,main
method_11227,getId
method_12559,getVillageSeparation
method_11226,getPos
method_11229,getTrackedValues
method_13888,method_13888
method_12557,getEndCitySeparation
method_11228,getPitch
method_13889,method_13889
method_12558,getVillageDistance
method_13882,getQueryFeedback
method_3680,method_3680
method_12551,getHand
method_13883,getModifiedFeedback
method_12552,getMansionSeparation
method_11221,getMotive
method_13880,setTag
method_3682,markClosed
method_2350,suggestSuffix
method_1020,subtract
method_11220,onClose
method_13881,getTag
method_3681,pack
method_12550,method_12550
method_2351,getCommandExecutor
method_1021,multiply
method_11223,getFacing
method_13886,method_13886
method_3684,addEdgeFaces
method_12555,getOceanRuinSeparation
method_2352,syncSettingsToServer
method_1022,distanceTo
method_11222,getPaintingUuid
method_13887,method_13887
method_3683,pack
method_12556,getOceanMonumentSeparation
method_2353,updateCommand
method_1023,subtract
method_11225,getId
method_13884,deserialize
method_3686,getOpenFaces
method_12553,getOceanMonumentSpacing
method_2354,updateCommandFeedback
method_1024,rotateY
method_11224,method_11224
method_13885,executeRemove
method_3685,offset
method_12554,getEndCityDistance
method_2355,method_2355
method_4997,isIgloo
method_1003,intersects
method_3666,endBufferBuilding
method_2334,drawWidgets
method_4996,removeIgloos
method_3665,setData
method_2335,getAdvancementWidget
method_4999,method_4999
method_1005,getCenter
method_3668,getSquaredCameraDistance
method_2336,getAdvancementTreeWidget
method_4998,renameHeightmapTags
method_1006,contains
method_3667,getLock
method_2337,drawAdvancementTree
method_1007,method_1007
method_2338,drawWidgetTooltip
method_1008,contains
method_3669,startResortTransparency
method_1009,expand
method_11216,getZ
method_13879,getGetFeedback
method_11215,getY
method_11218,canPlayerUse
method_13877,method_13877
method_12546,getHand
method_11217,method_11217
method_13878,method_13878
method_12547,method_12547
method_11219,onOpen
method_13871,method_13871
method_13872,method_13872
method_12541,getTarget
method_11210,getEntityTypeId
method_3671,method_3671
method_13870,method_13870
method_3670,getOrigin
method_1010,rayTrace
method_11212,getYaw
method_13875,doesTreeFit
method_3673,shouldBuild
method_1011,contract
method_11211,getPitch
method_13876,method_13876
method_3672,shouldRebuild
renderComponentHoverEffect,renderComponentHoverEffect
method_1012,stretch
method_11214,getX
method_13873,addLeaves
method_3675,clear
method_12542,method_12542
method_2343,method_2343
method_1013,isValid
method_11213,getUuid
method_13874,addLog
method_3674,startRebuild
method_12543,getHitY
method_1036,crossProduct
method_3699,intersects
method_2367,method_2367
method_1037,rotateX
method_3698,loadFromGlMatrices
method_2368,updateTrackedOutput
method_1038,method_1038
method_2369,method_2369
method_1039,getIndex
getLevelName,getLevelName
method_11205,getVelocityX
method_13868,executeGet
method_11204,getVelocityZ
method_13869,executeCenter
method_12538,tick
method_11207,getId
method_13866,method_13866
method_12535,countAliveCrystals
method_11206,getVelocityY
method_13867,method_13867
method_12536,hasPreviouslyKilled
method_11209,getHeadPitch
method_11208,getTrackedValues
putAll,putAll
method_2370,mouseScrolled
method_13860,method_13860
method_1040,combine
method_2371,scroll
method_13861,method_13861
method_12530,toTag
method_1041,method_1041
method_2372,mouseClicked
method_1042,method_1042
method_2373,draw
method_1043,method_1043
method_11201,isBurning
method_2374,select
method_13864,method_13864
method_12533,loadChunks
method_1044,inBoundsAndContains
make,make
method_11200,getFuelTime
method_2375,complete
method_13865,executeBuffer
method_1045,getMax
method_11203,craftRecipe
method_2376,discard
method_13862,method_13862
method_12531,findEndPortal
method_1046,method_1046
method_11202,addFuel
method_2377,keyPressed
method_13863,executeDamage
method_12532,updateFight
method_1025,squaredDistanceTo
method_3688,getBlockEntity
method_2356,method_2356
method_1026,dotProduct
method_3687,getOpenFaces
method_2357,showSuggestions
method_1027,lengthSquared
method_1028,squaredDistanceTo
method_3689,create
method_2359,commitAndClose
method_1029,normalize
method_13857,method_13857
method_12526,crystalDestroyed
method_13858,register
method_13855,method_13855
method_12524,resetEndCrystals
method_13856,executeWarningTime
method_12525,checkDragonSeen
method_13859,executeWarningDistance
method_12528,dragonKilled
method_12529,respawnDragon
method_3691,getIndex
method_13850,executeReload
method_3690,getIndex
method_2360,onCommandChanged
method_1030,fromPolar
method_3693,addOpenEdgeFaces
method_2361,method_2361
method_1031,add
method_3692,setVisibleThrough
method_2362,method_2362
method_1032,floorAlongAxes
method_13853,addLeaves
method_3695,isVisibleThrough
method_12522,respawnDragon
method_2363,method_2363
method_1033,length
method_13854,executeSet
method_3694,fill
method_12523,createDragon
method_2364,method_2364
method_1034,fromPolar
method_13851,method_13851
method_3697,normalize
method_12520,updatePlayers
method_2365,method_2365
method_1035,reverseSubtract
method_13852,addLog
method_3696,get
method_12521,setSpawnState
method_2366,method_2366
useVbo,useVbo
getMinecraftVersionString,getMinecraftVersionString
getWorldVersion,getWorldVersion
writeLongLE,writeLongLE
fogStart,fogStart
enableFog,enableFog
childrenClear,childrenClear
method_13802,executeTitle
method_13803,method_13803
method_13800,method_13800
method_13801,method_13801
method_13806,executeTimes
method_13807,method_13807
method_13804,register
method_13805,executeClear
method_1090,getBoundingBoxes
method_1091,getMinimum
method_1092,rayTrace
confirmResult,confirmResult
method_1093,method_1093
method_1094,method_1094
method_1095,contains
method_1096,offset
method_1097,simplify
method_1098,getUncachedFace
method_1099,getPointPosition
hasNormal,hasNormal
apply,apply
longTooLow,longTooLow
readShortLE,readShortLE
method_11191,getX
method_11190,getEntityTypeId
method_11192,canAcceptRecipeOutput
method_11195,canUseAsFuel
method_11194,addFuel
setSelectedItem,setSelectedItem
method_11196,createFuelTimeMap
fixNarrationNewlines,fixNarrationNewlines
mouseScrolled,mouseScrolled
getItemHeight,getItemHeight
readUnsignedMediumLE,readUnsignedMediumLE
method_4601,clear
method_5933,getHoldingEntity
method_4600,blendPixelsComponent
method_5934,isLeashed
method_4603,getTexturePath
method_5931,canBeLeashedBy
method_5932,detachLeash
method_4605,setMipLevel
method_5937,setLeftHanded
method_14891,isFurnaceGuiOpen
method_4604,loadSprite
method_5938,setSidewaysSpeed
method_13560,method_13560
